app_name,price,id,developer,release_year,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,user_id,steam_id,playtime_forever,playtime_2weeks,]playtime_2weeks,posted,item_id,recommend,review,year,sentiment
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,advenger95,76561198029864696,339,0,0,2015-06-05,22370,True,"I got to make a sword which burned people alive while slicing them up.1000000/10P.s. The game works guts, calm down. You just need to set the compatabiulity settings to allow it to run as administrater. It says so on the Bethesda FAQ's.Good hunting in the wastes :D",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,advenger95,76561198029864696,339,0,0,2015-09-02,307690,True,"In the course of three hours playing this game, I was able to:- Arrest innocent civilians on the streets using hacked security cameras (meant for drug busts)- rank up a high score out of dragon kicking people in the face- Bust up almost every goon mob snooping around-Throw a guy into an aquarium- Sing kareoke like a shnub- Drink energy drinks after a long day of punching people in the face- Learn kung fu- DRESS UP LIKE SHEN ZENG!!!!!In many ways, yes this is eastern GTA, but it keeps things interesting with a (almost) fluid combat system and varied cop/ triad sidequests.Plus as I've already explained (in a way) its a fun game to just ♥♥♥♥ around in.Dragon punched in the face but laughing as you fall/10",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,advenger95,76561198029864696,339,0,0,2015-06-05,72850,True,"This game came out only four years ago, and even to this day am I still discovering new quests, dungeons, perks ans items which I never noticed in my first playthrough. Thats what I love about the elder scrolls series (and other bethesda RPG's), in that they are only as deep and as complex as you want them to be, bring with it an infinite amount of playtime hours. Give up as it sucks your life up completely, you cant win!!!!! :D",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uradumbtit,76561198064433302,133,0,0,2014-05-29,274310,True,I sucked a guy's ♥♥♥♥♥ for a place to sleep for the night.10/10,2014,1
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uradumbtit,76561198064433302,133,0,0,2014-08-04,4000,True,fun fun fun,2014,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198020928326,76561198020928326,5599,0,0,2014-07-01,70,True,this game has had me hooked for over 4 years and im still not bored,2014,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHAAANG,76561198017794638,157,0,0,2015-11-03,10680,True,"*Finishes achievement where you break all 50 of the alien goo bottles* - Is promised a reward, To this day. No reward.",2015,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHAAANG,76561198017794638,157,0,0,2015-09-23,238320,True,This game makes even the crispiest people like me moist.,2015,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198084718144,76561198084718144,1404,148,148,2015-11-25,209080,True,one of the best steam punk games on the marketnot really much more to say.,2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198070072786,76561198070072786,759,0,0,2015-12-04,417860,True,"I tried so hard and got so far, but in the end, it doesnt even matter.",2015,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198070072786,76561198070072786,759,0,0,2014-04-03,265930,True,"They told me I could be anything...so i became I creepy, buggy goat...",2014,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198070072786,76561198070072786,759,0,0,2014-02-22,400,True,Portal is a great game and gives a good amount of fun and brain teasing to the user,2014,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mikinmash,76561198033422731,554,6,6,2013-11-25,33930,True,Amazing Game Lots of cool Missions and mods like Dayz vey fun with groups of friends highly recommed for people looking for a hardcore challange.,2013,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198091515229,76561198091515229,288,0,0,2015-01-03,440,True,One of da best free to play games out dere.,2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cosmonaut123456789,76561198098805637,689,0,0,2014-09-14,440,True,I have Spent so much time/money on this game....but its ok...because i have hats...lots...and lots....of pixilated.....hats..... ;-;.PLAY THIS NOW,2014,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cosmonaut123456789,76561198098805637,689,0,0,2014-09-15,12110,True,Theres nothing like the classics,2014,1
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cosmonaut123456789,76561198098805637,689,0,0,2015-09-08,221100,True,"I love this game so much, it is truly fun but it saddens me when i see all these bad reviews. Most likely made by people who were killed and lost all there gear",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198074763789,76561198074763789,1440,0,0,2015-12-06,203160,True,"Alright, lots of hate on this game for being ""nothing like the original Tomb Raiders"". So don't go into this thinking it's like the others. It is a fantastic game in its own right, and imo the best of the series. For $20 pick this one up, you surely won't regret it.",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198074763789,76561198074763789,1440,0,0,2015-11-14,242920,True,"Banished ReviewSteam Release Date - 19 Feb, 2014Genre - City Builder, Strategy, SurvivalDev name and status - Shining Rock Software, IndieAge Rating - N/AWorth it? Yes.TL;DRBanished is a challenging (but fantastic) city builder which strays from the rest as it is not your typical city builder; instead of huge capital cities that we see in games like Cities: Skylines, Banished focuses on a small town with a low budget. Personally, I think it is one of the best games in the city building genre. That said, however, the AI of the villagers is rather mediocre, and at the moment there isn't a whole lot to it's (beautiful) bones. This game can provide hours of good, challenging fun, but don't come expecting anything like Cities: Skylines. Also note that this game is very hard, and may be frustrating to those new to the genre, even experienced city builders will also need to have a few tries to get used to it's somewhat complicated mechanics and challenge. Banished has a bit of a lack of tutorials, so don't expect that you will understand everything right away.Banished is fantastic and challenging, but don't come expecting another Cities: Skylines.After many tries and hours of understanding every little mechanic, I have finally formed a functional city with a good population. Yet in this game, someething, small or big, will fail, and everything will completely go down hill. That is the thing with Shining Rock Software's 2014 city builder Banished, there is and always will be an underlying threat. Whether it's famine, cold, a natural disaster, your town will eventually go to the pigs.Your town starts off with a few small, hopeful families, a storage barn, and a stock pile with not a hell of a lot of starting resources. You start off building a few small wooden houses, you make some gatherer's huts, forester lodges, nothing too big. Your town will slowly grow in population and size, and soon you have a city on your hands. However, don't expect it to be a Cities: Skylines type thing where you can just sit back and watch your city work, you need to keep your eyes on the game at all times. One time I had a town-wide famine, because the road from one of the gatherer's huts to the storage barn was too long. Couldn't understand why everyone kept dying of starvation. While it is occasionally very frustrating, it is a very addictive game, and sometimes when everything goes bad the game really shines. The dire need of resources, the feeling of hope, the game will immerse you. So, lets get into the pros and the cons.Pros-Addictive-Challenging-A blast of fresh air-Cool art style and general feel-Interesting seeing your town work and grow from the teamwork of all your villagers-Immersive-Lots to achieve and work to-Relatively simple-Pretty good map generation settings-Weather cycles which can mean life or death-Lots of different ways to approach things; you could use a gatherer to gather food from the forest, use aquired seeds to make farms, or maybe just buy all your resources off the trading post, you can decide-Villagers aren't just lifeless robots, they have needs and happiness which can be fulfilled in different ways-Natural disasters are a cool feature which you need to prepare for-Gives you a good overview of statistics in your townCons-Villager AI is mediocre at best-Not great control over a few different things like villager paths and resource management-Not a hell of a lot on it's bones yet-Lack of tutorials, just throws you in the deep end-UI can be a little hard to navigate-Some resources like rocks are not unlimited, and will eventually run out (this takes a long time though)-Annoying little bugs which can destroy your cityWell, that's basically that. Banished has a fair share of cons, just like any game, but I personally think it deserves a solid 8.5/10It serves as a fantastic ant farm simulator as well, seeing your people evolve and grow, seeing them get all wiped out (fun). It is one of my favourites in the city builder genre and any experienced city builder should pick up this game, but even newbies to the the genre can pick up this game and have fun.",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198074763789,76561198074763789,1440,0,0,2015-07-11,314020,False,"Oh wonderful, a glitchy find an object game for 5 god damn dollars.11/10",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198074763789,76561198074763789,1440,0,0,2015-07-11,223470,True,"Jimmy and Bobby had a bet.""Bet you can't make a game with your eyes closed Jimmy!"" Said Bobby.Bobby was right.But this game is still fantastic.",2015,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198074763789,76561198074763789,1440,0,0,2015-04-06,57690,True,"Surprisingly, it's a really rather good city-builder*disclaimer, long and detailed review, skip to bottom for final verdictI got Tropico 4 in a humble bundle, kind've only wanting the other games in the bundle. So there it sat in my vast Steam library, not really doing anything. And then, my friend told me about a really good city-builder that he had been playing. I thought, ""oh Simcity, right?"" Wrong. He was talking about Tropico, (Tropico 5 however). At this time, I had forgotten that I even had it. So, when I looked it up on the steam store, I realised that I already had it. So, I gave it a shot. And I was quite presently surprised! So, here is a list explaining the good and bad elements of Tropico 4 and there reasons.Pros+Each little person has their own profile;What was one of the elements that made Tropico stand out was the ability to click on every little person walking around, doing there daily routine. Once you clicked on them, a profile of the character came up, explaining their age, wellbeing, faction, name, where they work and where they live. It would also make the camera follow that person. Sometimes, I would find myself just seeing people go about their daily lives for hours on end.+In the population, there are structured families;A little more of a unnecessary part of the game, (but undoubtedly cool) was the structured families. Sometimes when checking people's profiles, you may find a group of people with the same last name. At first, I thought ths was just due to the developers not putting enough names in. But then, I executed a guy, and then everybody with the same last name as him got enraged. Confused, I looked at the effects of executing someone, and it said; ""victim's family will become enraged"" and thats when I realised, there was families, which is really cool!+A system where technology evolves with time;Much like Civilization V (which is an utterly fantastic strategy game), technology would advance as time goes on. This means, that I might start out with some crappy tenements, but when I research more stuff, I could have super high-tec shopping malls. Nuff said.+The ability of extreme POWER;In this game, you have the power of anything and everything on the island, (apart from the rebels, which we will get to later). None of the decisions will be made for you, you have to make them. There are recomendations for what to build, but I mostly found myself ignoring them, as sometimes they can screw you over.+Rebels;The rebels system in this game is rather good. It's simple, when someone becomes too unhappy with the island, they will become a rebel. Rebels can and will screw you over. They will start fires, attack buildings and people and generally become out of control.+Disasters;Perhaps copying other citybuilders, this game has disasters. Dont worry though, you won't be having meteors or aliens or...dinosaurs *cough*Simcity*cough*. Just normal things like nuclear bombs or volcano eruptions or earthquakes. And it won't just be mildly annoying either, it will seriously screw you over. Once, when I built my city next to a volcano, thinking it would look pretty cool, lets just say it wasn't cool when flying blobs of lava engulfed the city and I went financialy in debt.So, thats the list of things which I think are pretty cool in this game. Now, we will talk about the cons.Cons-Limited time;The thing I can think of straight off the bat is that it has a limited amount of time for a game, even in sandbox mode! Sure it is a while, but one time, I built a really great city...and then I couldn't play anymore because my ""mandate had run out"", and that was on maximum time. Sure, it adds realism, but sometimes fun should overweigh how realistic it is. This is where Just Cause 2 shined, now you might be thinking, ""what the devil, what on Earth has that got ot do with Tropico?!"" well, my friend; nothing. I was just bringing it up. Anyways, the reason Just Cause 2 was so fun is that it was completely unrealistic. Tropico should get some inspiration off that.-Lack of help;One of the annoying things about this game is that it just throws you in with ""build a city"". This is a large downside, as the game is quite complicated in the financial part of things. Alot of the time, I found myself looking at my amount of money, going down by the thousands, completely confused why.-Graphics;Now, I would like to point out that this is a very small and minor problem, especially considering it's a citybuilder. But the graphics are a little lacking.Final VerdictSo, we are down to the final verdict, and, if you couldn't already tell with the big blue thumbs up stamped on, I most certainly recomend Tropico 4! Even though it has flaws, I can still say this is a great, solid citybuilder. Thank you for taking some time to read this!",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198074763789,76561198074763789,1440,0,0,2015-01-28,317360,True,Glorious.,2015,1
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198074763789,76561198074763789,1440,0,0,2015-01-04,233130,True,"My review of Shadow Warrior:Killed hordes of demons, birdmen that shoot fire and machine-gun wielding samuraisGot killed by a killer demon bunny11/10 would get killed by demon bunny again.No but seriously, this game is bloody damn awesome.",2015,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198071716213,76561198071716213,1625,0,0,2015-09-09,346110,True,needs to make taming a bit faster than it is and it needs to make so it tells u when ur tame dies or at low hp,2015,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198071716213,76561198071716213,1625,0,0,2015-05-23,264710,True,so scary and amazing  ,2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198071716213,76561198071716213,1625,0,0,2014-11-03,319510,True,this game soo good and hard at the same time night 1 died night 2 made it to 6 am night 3 got jumpscared quit game never played it again,2014,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Derkness,76561198073499629,1385,0,0,2014-03-01,251570,True,"It is a really good game, and i recomend it, but, if you have xp, you still can't run it. XP has a maximum ram of exactly 4 gb, and 1.2 ish is taken up by needed processes, so you have 2.8 gb ram for a 4 gb ram game, and steam won't even open it if you can't manage it. Even if it sais xp operating system, you can't run it. Please do something for this Fun Pimps. Please :(. Still a great game though :).",2014,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Device600,76561198088886078,71,0,0,2015-05-11,730,True,11/10 IGN,2015,1
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clarkos,76561198045663497,292,0,0,2013-11-28,230410,True,"The mobility in this game is insane. The ability to flip around, wall run, climb, jump over, and jump off just about every object in the game is awesome.Good for all play styles.Whether you're a stealth player, or a run in guns blazing player, Warframe can accommodate.",2013,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198089131001,76561198089131001,276,0,0,2014-01-19,203140,True,freat game,2014,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198050768829,76561198050768829,30,0,0,2015-06-06,730,False,♥♥♥♥ THIS ♥♥♥♥ ASS ♥♥♥♥ING GAME,2015,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198075871336,76561198075871336,249,0,0,2015-07-20,34900,False,"This has ""Mostly Positive"" Reviewsno.",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glenbluey,76561198042491778,1858,0,0,2015-01-25,230410,True,"Best game to feel like a ninja, the new interface that came with the update was a little difficult to get the hang of at first , but ading (what seems to be a slight story line really paid off) im giving it 8.5 flying ninja out of 10.",2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunnnnnnnnnnnny,76561198013980048,22,0,0,2015-09-10,730,False,"♥♥♥♥ off, this game is ♥♥♥♥ing horrible in so many ways, first off.♥♥♥♥ the; weaboos, poofs, ♥♥♥♥♥♥s, rednecks, trolls, griefers, derankers, salty mother ♥♥♥♥ers who play this game.and also ♥♥♥♥ the; lag, rego, hitbox, 1 taps through smoke, tryhards and every ♥♥♥♥ who plays this ♥♥♥♥♥♥ game.♥♥♥♥ you gaben♥♥♥♥ you tony abbot♥♥♥♥ you julia gillard for losing the election you dumb gingered ♥♥♥♥♥, now we're stuck with tony abbot and this ♥♥♥♥♥♥ internet.♥♥♥♥ you all.I can't have one game without lag and ♥♥♥♥ing trolls and ♥♥♥♥ing griefers and ♥♥♥♥ing hackers and ♥♥♥♥ing ♥♥♥♥♥♥ weaboos, rednecks, gingers, asian, russian ♥♥♥♥ you all you ♥♥♥♥ing ♥♥♥♥♥♥ ♥♥♥♥s.kus imak b ayri ya kara. kol kara. ♥♥♥♥ you.",2015,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sunnnnnnnnnnnny,76561198013980048,22,0,0,2014-03-14,4000,True,"Awesome game, totally recommend this game bruv",2014,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grelekzel,76561198081369943,1894,0,0,2014-02-06,550,True,"Its a really good zombie survival game. There are different kinds of zombies. I like the game. You can get addons to make things look different, like wepons and your player model and othe rthings. You can mkae your own addons but they might take a wile.",2014,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grelekzel,76561198081369943,1894,0,0,2014-02-06,261820,True,"It's a really great mod. It is short but I think they are making more. Wepons, music, voice acting. It's REALLY great. They did a good job. I would REALLY like it if they had online game play. But I still like it. Hope they will make more.",2014,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,halofreak61,76561198074417910,1840,0,0,2014-06-21,440,True,"10/10 would conga again""10 out of 10, now when do i get paid again?""-IGN",2014,1
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,halofreak61,76561198074417910,1840,0,0,2015-01-10,220,True,Half Puzzels. Half Action.All story.,2015,0
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,halofreak61,76561198074417910,1840,0,0,2015-01-07,130,True,a great game if you love the half life series but is pretty short.- Now hurry there's no time to waste!,2015,2
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,halofreak61,76561198074417910,1840,0,0,2015-11-06,12110,True,"Have you ever tried bumper cars before? Don't worry, Vice City Polic Department will fix you up!",2015,1
Half-Life,9.99,70,Valve,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76561198065934504,76561198065934504,193,0,0,2014-03-20,43160,True,"Metro: Last Light has the revamped but faithful aesthetic that all sequels do and a hint of the brooding quality of 2033, but sadly, Last Light has the texture of nothing more than an expansion for the original masterwork. Last Light's main attraction, the campaign, holds an uneven tale that varies from clichéd to thrilling, but it chiefly favours the middle ground of these two. The first half to 3 quarters of the story lacks the startling originality and intense, desolate air 2033 portrayed to remarkable effects; but with the gritty and grimy ambiance used as a crutch, Last Light stays above water and carries the player through with few articulate qualms save the dated AI and unabashed exposition present in almost every encounter. It is when we reach the final act in Last Light that things begin to crack and crumble. A rushed conclusion pooled with little climax creates a palpable sense of disheartenment, as if our long, winding journey towards this heavily anticipated finale was a waste of time. Alas, this disappointment is what I ultimately walked away from Last Light with; a spasmodically engrossing but stilted phase in the Metro series. Gunplay and environments are barely worth mentioning as they follow the same archetypal structure of their predecessor, but with slightly improved graphics caked over the top. The main resonating feature in Last Light is sadly displeasure -- but then again, it would be a miracle for this game to even come close to the staggering uniqueness and darkness that Metro 2033 was best known for.6.5/10(I'm only recommending this because a thumbs down is a bit too harsh.)",2014,2
